idx,name,description,label,software
264,hadoop.security.groups.negative-cache.secs,"Expiration time for entries in the the negative user-to-group mapping caching, in seconds. This is useful when invalid users are retrying frequently. It is suggested to set a small value for this expiration, since a transient error in group lookup could temporarily lock out a legitimate user. Set this to zero or negative value to disable negative user-to-group caching.",security,hadoop-common
265,hadoop.security.groups.cache.warn.after.ms,"If looking up a single user to group takes longer than this amount of milliseconds, we will log a warning message.",reliability,hadoop-common
266,hadoop.security.groups.cache.background.reload,"Whether to reload expired user->group mappings using a background thread pool. If set to true, a pool of hadoop.security.groups.cache.background.reload.threads is created to update the cache in the background.",security,hadoop-common
267,hadoop.security.groups.cache.background.reload.threads,Only relevant if hadoop.security.groups.cache.background.reload is true. Controls the number of concurrent background user->group cache entry refreshes. Pending refresh requests beyond this value are queued and processed when a thread is free.,performance,hadoop-common
268,hadoop.security.groups.shell.command.timeout,"Used by the ShellBasedUnixGroupsMapping class, this property controls how long to wait for the underlying shell command that is run to fetch groups. Expressed in seconds (e.g. 10s, 1m, etc.), if the running command takes longer than the value configured, the command is aborted and the groups resolver would return a result of no groups found. A value of 0s (default) would mean an infinite wait (i.e. wait until the command exits on its own).",reliability,hadoop-common
269,hadoop.security.group.mapping.ldap.connection.timeout.ms,"This property is the connection timeout (in milliseconds) for LDAP operations. If the LDAP provider doesn't establish a connection within the specified period, it will abort the connect attempt. Non-positive value means no LDAP connection timeout is specified in which case it waits for the connection to establish until the underlying network times out.",reliability,hadoop-common
270,hadoop.security.group.mapping.ldap.read.timeout.ms,"This property is the read timeout (in milliseconds) for LDAP operations. If the LDAP provider doesn't get a LDAP response within the specified period, it will abort the read attempt. Non-positive value means no read timeout is specified in which case it waits for the response infinitely.",reliability,hadoop-common
271,hadoop.security.group.mapping.ldap.url,The URL of the LDAP server to use for resolving user groups when using the LdapGroupsMapping user to group mapping.,security,hadoop-common
272,hadoop.security.group.mapping.ldap.ssl,Whether or not to use SSL when connecting to the LDAP server.,security,hadoop-common
273,hadoop.security.group.mapping.ldap.ssl.keystore,File path to the SSL keystore that contains the SSL certificate required by the LDAP server.,environment,hadoop-common
274,hadoop.security.group.mapping.ldap.ssl.keystore.password.file,"The path to a file containing the password of the LDAP SSL keystore. If the password is not configured in credential providers and the property hadoop.security.group.mapping.ldap.ssl.keystore.password is not set, LDAPGroupsMapping reads password from the file. IMPORTANT: This file should be readable only by the Unix user running the daemons and should be a local file.",security,hadoop-common
275,hadoop.security.group.mapping.ldap.ssl.keystore.password,The password of the LDAP SSL keystore. this property name is used as an alias to get the password from credential providers. If the password can not be found and hadoop.security.credential.clear-text-fallback is true LDAPGroupsMapping uses the value of this property for password.,security,hadoop-common
276,hadoop.security.credential.clear-text-fallback,true or false to indicate whether or not to fall back to storing credential password as clear text. The default value is true. This property only works when the password can't not be found from credential providers.,security,hadoop-common
277,hadoop.security.credential.provider.path,A comma-separated list of URLs that indicates the type and location of a list of providers that should be consulted.,security,hadoop-common
278,hadoop.security.credstore.java-keystore-provider.password-file,The path to a file containing the custom password for all keystores that may be configured in the provider path.,security,hadoop-common
279,hadoop.security.group.mapping.ldap.ssl.truststore,File path to the SSL truststore that contains the root certificate used to sign the LDAP server's certificate. Specify this if the LDAP server's certificate is not signed by a well known certificate authority.,security,hadoop-common
280,hadoop.security.group.mapping.ldap.ssl.truststore.password.file,The path to a file containing the password of the LDAP SSL truststore. IMPORTANT: This file should be readable only by the Unix user running the daemons.,security,hadoop-common
281,hadoop.security.group.mapping.ldap.bind.user,The distinguished name of the user to bind as when connecting to the LDAP server. This may be left blank if the LDAP server supports anonymous binds.,security,hadoop-common
282,hadoop.security.group.mapping.ldap.bind.password.file,"The path to a file containing the password of the bind user. If the password is not configured in credential providers and the property hadoop.security.group.mapping.ldap.bind.password is not set, LDAPGroupsMapping reads password from the file. IMPORTANT: This file should be readable only by the Unix user running the daemons and should be a local file.",security,hadoop-common
283,hadoop.security.group.mapping.ldap.bind.password,The password of the bind user. this property name is used as an alias to get the password from credential providers. If the password can not be found and hadoop.security.credential.clear-text-fallback is true LDAPGroupsMapping uses the value of this property for password.,security,hadoop-common
284,hadoop.security.group.mapping.ldap.base,"The search base for the LDAP connection. This is a distinguished name, and will typically be the root of the LDAP directory.",environment,hadoop-common
